#      wavelength (Angstrom)  Normalized Flux (Dimensionless)
       6413.2825     0.994656
       6413.3253     0.994656
       6413.3681     0.994656
       6413.4108     0.994656
       6413.4536     0.994656
       6413.4964     0.994656
       6413.5392     0.994656
       6413.5820     0.994656
       6413.6248     0.994656
       6413.6676     0.994656
       6413.7103     0.994656
       6413.7531     0.994656
       6413.7959     0.994656
       6413.8387     0.994656
       6413.8815     0.994656
       6413.9243     0.994656
       6413.9671     0.994656
       6414.0099     0.994656
       6414.0527     0.994656
       6414.0954     0.994656
       6414.1382     0.994656
       6414.1810     0.994656
       6414.2238     0.994656
       6414.2666     0.994656
       6414.3094     0.994656
       6414.3522     0.994656
       6414.3950     0.994656
       6414.4378     0.994656
       6414.4806     0.994656
       6414.5234     0.994656
       6414.5662     0.994656
       6414.6090     0.994656
       6414.6517     0.994656
       6414.6945     0.994656
       6414.7373     0.994656
       6414.7801     0.994656
       6414.8229     0.994656
       6414.8657     0.994656
       6414.9085     0.994656
       6414.9513     0.994656
       6414.9941     0.994656
       6415.0369     0.994656
       6415.0797     0.994656
       6415.1225     0.994656
       6415.1653     0.994656
       6415.2081     0.994656
       6415.2509     0.994656
       6415.2937     0.994656
       6415.3365     0.994656
       6415.3793     0.994656
       6415.4221     0.994656
       6415.4649     0.994656
       6415.5077     0.994656
       6415.5505     0.994656
       6415.5933     0.994656
       6415.6361     0.994656
       6415.6789     0.994656
       6415.7217     0.994656
       6415.7645     0.994656
       6415.8073     0.994656
       6415.8501     0.994656
       6415.8929     0.994656
       6415.9357     0.994656
       6415.9785     0.994656
       6416.0213     0.994656
       6416.0641     0.994656
       6416.1069     0.994656
       6416.1497     0.994656
       6416.1925     0.994656
       6416.2353     0.994656
       6416.2781     0.994656
       6416.3209     0.994656
       6416.3637     0.994656
       6416.4065     0.994656
       6416.4493     0.994656
       6416.4922     0.994656
       6416.5350     0.994656
       6416.5778     0.994656
       6416.6206     0.994656
       6416.6634     0.994656
       6416.7062     0.994656
       6416.7490     0.994656
       6416.7918     0.994656
       6416.8346     0.994656
       6416.8774     0.994656
       6416.9202     0.994656
       6416.9630     0.994656
       6417.0058     0.994656
       6417.0487     0.994656
       6417.0915     0.994656
       6417.1343     0.994656
       6417.1771     0.994656
       6417.2199     0.994656
       6417.2627     0.994656
       6417.3055     0.994656
       6417.3483     0.994656
       6417.3911     0.994656
       6417.4340     0.994656
       6417.4768     0.994656
       6417.5196     0.994656
       6417.5624     0.994656
       6417.6052     0.994656
       6417.6480     0.994656
       6417.6908     0.994656
       6417.7337     0.994656
       6417.7765     0.994656
       6417.8193     0.994656
       6417.8621     0.994656
       6417.9049     0.994656
       6417.9477     0.994656
       6417.9905     0.994656
       6418.0334     0.994656
       6418.0762     0.994656
       6418.1190     0.994656
       6418.1618     0.994656
       6418.2046     0.994656
       6418.2474     0.994656
       6418.2903     0.994656
       6418.3331     0.994656
       6418.3759     0.994656
       6418.4187     0.994656
       6418.4615     0.994656
       6418.5044     0.994656
       6418.5472     0.994656
       6418.5900     0.994656
       6418.6328     0.994656
       6418.6756     0.994656
       6418.7185     0.994656
       6418.7613     0.994656
       6418.8041     0.994656
       6418.8469     0.994656
       6418.8897     0.994656
       6418.9326     0.994656
       6418.9754     0.994656
       6419.0182     0.994656
       6419.0610     0.994656
       6419.1039     0.994656
       6419.1467     0.994656
       6419.1895     0.994656
       6419.2323     0.994656
       6419.2752     0.994656
       6419.3180     0.994656
       6419.3608     0.994656
       6419.4036     0.994656
       6419.4465     0.994656
       6419.4893     0.994656
       6419.5321     0.994656
       6419.5749     0.994656
       6419.6178     0.994656
       6419.6606     0.994656
       6419.7034     0.994656
       6419.7462     0.994656
       6419.7891     0.994656
       6419.8319     0.994656
       6419.8747     0.994656
       6419.9176     0.994656
       6419.9604     0.994656
       6420.0032     0.994656
       6420.0461     0.994656
       6420.0889     0.994656
       6420.1317     0.994656
       6420.1745     0.994656
       6420.2174     0.994656
       6420.2602     0.994656
       6420.3030     0.994656
       6420.3459     0.994656
       6420.3887     0.994656
       6420.4315     0.994656
       6420.4744     0.994656
       6420.5172     0.994656
       6420.5600     0.994656
       6420.6029     0.994656
       6420.6457     0.994656
       6420.6885     0.994656
       6420.7314     0.994656
       6420.7742     0.994656
       6420.8170     0.994656
       6420.8599     0.994656
       6420.9027     0.994656
       6420.9455     0.994656
       6420.9884     0.994656
       6421.0312     0.994656
       6421.0741     0.994656
       6421.1169     0.994656
       6421.1597     0.994656
       6421.2026     0.994656
       6421.2454     0.994656
       6421.2882     0.994656
       6421.3311     0.994656
       6421.3739     0.994656
       6421.4168     0.994656
       6421.4596     0.994656
       6421.5024     0.994656
       6421.5453     0.994656
       6421.5881     0.994656
       6421.6310     0.994656
       6421.6738     0.994656
       6421.7166     0.994656
       6421.7595     0.994656
       6421.8023     0.994656
       6421.8452     0.994656
       6421.8880     0.994656
       6421.9308     0.994656
       6421.9737     0.994656
       6422.0165     0.994656
       6422.0594     0.994656
       6422.1022     0.994656
       6422.1451     0.994656
       6422.1879     0.994656
       6422.2308     0.994656
       6422.2736     0.994656
       6422.3164     0.994656
       6422.3593     0.994656
       6422.4021     0.994656
       6422.4450     0.994656
       6422.4878     0.994656
       6422.5307     0.994656
       6422.5735     0.994656
       6422.6164     0.994656
       6422.6592     0.994656
       6422.7021     0.994656
       6422.7449     0.994656
       6422.7878     0.994656
       6422.8306     0.994656
       6422.8734     0.994656
       6422.9163     0.994656
       6422.9591     0.994656
       6423.0020     0.994656
       6423.0448     0.994656
       6423.0877     0.994656
       6423.1305     0.994656
       6423.1734     0.994656
       6423.2162     0.994656
       6423.2591     0.994656
       6423.3020     0.994656
       6423.3448     0.994656
       6423.3877     0.994656
       6423.4305     0.994656
       6423.4734     0.994656
       6423.5162     0.994656
       6423.5591     0.994656
       6423.6019     0.994656
       6423.6448     0.994656
       6423.6876     0.994656
       6423.7305     0.994656
       6423.7733     0.994656
       6423.8162     0.994656
       6423.8590     0.994656
       6423.9019     0.994656
       6423.9448     0.994656
       6423.9876     0.994656
       6424.0305     0.994656
       6424.0733     0.994656
       6424.1162     0.994656
       6424.1590     0.994656
       6424.2019     0.994656
       6424.2448     0.994656
       6424.2876     0.994656
       6424.3305     0.994656
       6424.3733     0.994656
       6424.4162     0.994656
       6424.4591     0.994656
       6424.5019     0.994656
       6424.5448     0.994656
       6424.5876     0.994656
       6424.6305     0.994656
       6424.6734     0.994656
       6424.7162     0.994656
       6424.7591     0.994656
       6424.8019     0.994656
       6424.8448     0.994656
       6424.8877     0.994656
       6424.9305     0.994656
       6424.9734     0.994656
       6425.0162     0.994656
       6425.0591     0.994656
       6425.1020     0.994656
       6425.1448     0.994656
       6425.1877     0.994656
       6425.2306     0.994656
       6425.2734     0.994656
       6425.3163     0.994656
       6425.3592     0.994656
       6425.4020     0.994656
       6425.4449     0.994656
       6425.4878     0.994656
       6425.5306     0.994656
       6425.5735     0.994656
       6425.6164     0.994656
       6425.6592     0.994656
       6425.7021     0.994656
       6425.7450     0.994656
       6425.7878     0.994656
       6425.8307     0.994656
       6425.8736     0.994656
       6425.9164     0.994656
       6425.9593     0.994656
       6426.0022     0.994656
       6426.0450     0.994656
       6426.0879     0.994656
       6426.1308     0.994656
       6426.1737     0.994656
       6426.2165     0.994656
       6426.2594     0.994656
       6426.3023     0.994656
       6426.3451     0.994656
       6426.3880     0.994656
       6426.4309     0.994656
       6426.4738     0.994656
       6426.5166     0.994656
       6426.5595     0.994656
       6426.6024     0.994656
       6426.6453     0.994656
       6426.6881     0.994656
       6426.7310     0.994656
       6426.7739     0.994656
       6426.8167     0.994656
       6426.8596     0.994656
       6426.9025     0.994656
       6426.9454     0.994656
       6426.9883     0.994656
       6427.0311     0.994656
       6427.0740     0.994656
       6427.1169     0.994656
       6427.1598     0.994656
       6427.2026     0.994656
       6427.2455     0.994656
       6427.2884     0.994656
       6427.3313     0.994656
       6427.3742     0.994656
       6427.4170     0.994656
       6427.4599     0.994656
       6427.5028     0.994656
       6427.5457     0.994656
       6427.5885     0.994656
       6427.6314     0.994656
       6427.6743     0.994656
       6427.7172     0.994656
       6427.7601     0.994656
       6427.8030     0.994656
       6427.8458     0.994656
       6427.8887     0.994656
       6427.9316     0.994656
       6427.9745     0.994656
       6428.0174     0.994656
       6428.0602     0.994656
       6428.1031     0.994656
       6428.1460     0.994656
       6428.1889     0.994656
       6428.2318     0.994656
       6428.2747     0.994656
       6428.3176     0.994656
       6428.3604     0.994656
       6428.4033     0.994656
       6428.4462     0.994656
       6428.4891     0.994656
       6428.5320     0.994656
       6428.5749     0.994656
       6428.6178     0.994656
       6428.6606     0.994656
       6428.7035     0.994656
       6428.7464     0.994656
       6428.7893     0.994656
       6428.8322     0.994656
       6428.8751     0.994656
       6428.9180     0.994656
       6428.9609     0.994656
       6429.0038     0.994656
       6429.0466     0.994656
       6429.0895     0.994656
       6429.1324     0.994656
       6429.1753     0.994656
       6429.2182     0.994656
       6429.2611     0.994656
       6429.3040     0.994656
       6429.3469     0.994656
       6429.3898     0.994656
       6429.4327     0.994656
       6429.4756     0.994656
       6429.5184     0.994656
       6429.5613     0.994656
       6429.6042     0.994656
       6429.6471     0.994656
       6429.6900     0.994656
       6429.7329     0.994656
       6429.7758     0.994656
       6429.8187     0.994656
       6429.8616     0.994656
       6429.9045     0.994656
       6429.9474     0.994656
       6429.9903     0.994656
       6430.0332     0.994656
       6430.0761     0.994656
       6430.1190     0.994656
       6430.1619     0.994656
       6430.2048     0.994656
       6430.2477     0.994656
       6430.2906     0.994656
       6430.3335     0.994656
       6430.3764     0.994656
       6430.4193     0.994656
       6430.4622     0.994656
       6430.5051     0.994656
       6430.5480     0.994656
       6430.5909     0.994656
       6430.6338     0.994656
       6430.6767     0.994656
       6430.7196     0.994656
       6430.7625     0.994656
       6430.8054     0.994656
       6430.8483     0.994656
       6430.8912     0.994656
       6430.9341     0.994656
       6430.9770     0.994656
       6431.0199     0.994656
       6431.0628     0.994656
       6431.1057     0.994656
       6431.1486     0.994656
       6431.1915     0.994656
       6431.2344     0.994656
       6431.2773     0.994656
       6431.3202     0.994656
       6431.3631     0.994656
       6431.4060     0.994656
       6431.4489     0.994656
       6431.4918     0.994656
       6431.5347     0.994656
       6431.5776     0.994656
       6431.6206     0.994656
       6431.6635     0.994656
       6431.7064     0.994656
       6431.7493     0.994656
       6431.7922     0.994656
       6431.8351     0.994656
       6431.8780     0.994656
       6431.9209     0.994656
       6431.9638     0.994656
       6432.0067     0.994656
       6432.0496     0.994656
       6432.0926     0.994656
       6432.1355     0.994656
       6432.1784     0.994656
       6432.2213     0.994656
       6432.2642     0.994656
       6432.3071     0.994656
       6432.3500     0.994656
       6432.3929     0.994656
       6432.4358     0.994656
       6432.4788     0.994656
       6432.5217     0.994656
       6432.5646     0.994656
       6432.6075     0.994656
       6432.6504     0.994656
       6432.6933     0.994656
       6432.7362     0.994656
       6432.7792     0.994656
       6432.8221     0.994656
       6432.8650     0.994656
       6432.9079     0.994656
       6432.9508     0.994656
       6432.9937     0.994656
       6433.0366     0.994656
       6433.0796     0.994656
       6433.1225     0.994656
       6433.1654     0.994656
       6433.2083     0.994656
       6433.2512      1.00841
       6433.2942     0.999752
       6433.3371      1.00002
       6433.3800     0.991292
       6433.4229     0.964056
       6433.4658     0.965245
       6433.5087      1.01152
       6433.5517      1.04104
       6433.5946      1.05915
       6433.6375      1.08117
       6433.6804      1.06343
       6433.7234      1.02672
       6433.7663      1.03317
       6433.8092      1.01736
       6433.8521      1.02539
       6433.8950      1.03644
       6433.9380      1.08257
       6433.9809     0.994907
       6434.0238      1.00379
       6434.0667     0.992989
       6434.1097     0.959444
       6434.1526     0.985193
       6434.1955      1.00820
       6434.2384      1.00356
       6434.2813     0.997644
       6434.3243     0.992287
       6434.3672     0.982958
       6434.4101     0.981016
       6434.4531     0.997200
       6434.4960      1.01888
       6434.5389      1.00226
       6434.5818     0.993083
       6434.6248      1.07331
       6434.6677      1.03479
       6434.7106     0.992131
       6434.7535     0.983130
       6434.7965     0.935281
       6434.8394     0.963684
       6434.8823      1.01460
       6434.9253     0.996245
       6434.9682     0.968566
       6435.0111     0.976237
       6435.0540      1.01672
       6435.0970      1.04393
       6435.1399     0.998561
       6435.1828     0.955954
       6435.2258     0.984963
       6435.2687      1.03168
       6435.3116      1.03967
       6435.3546      1.03782
       6435.3975      1.06781
       6435.4404      1.04213
       6435.4834      1.00158
       6435.5263     0.974840
       6435.5692     0.971835
       6435.6122      1.06710
       6435.6551      1.04441
       6435.6980     0.983769
       6435.7410      1.02449
       6435.7839      1.06038
       6435.8268      1.02636
       6435.8698     0.997766
       6435.9127     0.975164
       6435.9556     0.958835
       6435.9986     0.960430
       6436.0415     0.990665
       6436.0844     0.980029
       6436.1274     0.939943
       6436.1703     0.957980
       6436.2133      1.00867
       6436.2562      1.03124
       6436.2991     0.997218
       6436.3421     0.973153
       6436.3850     0.968654
       6436.4280     0.949387
       6436.4709      1.00187
       6436.5138      1.04608
       6436.5568      1.00487
       6436.5997      1.02018
       6436.6427     0.980667
       6436.6856     0.963148
       6436.7285     0.957153
       6436.7715     0.981251
       6436.8144     0.993808
       6436.8574     0.961731
       6436.9003     0.991044
       6436.9432      1.05045
       6436.9862      1.04523
       6437.0291      1.00954
       6437.0721     0.996357
       6437.1150     0.997155
       6437.1580      1.00729
       6437.2009      1.00431
       6437.2438     0.987691
       6437.2868     0.983433
       6437.3297     0.986930
       6437.3727     0.990528
       6437.4156     0.991725
       6437.4586     0.991720
       6437.5015      1.01402
       6437.5445      1.04980
       6437.5874      1.05968
       6437.6304      1.04646
       6437.6733      1.01392
       6437.7163      1.00123
       6437.7592     0.971403
       6437.8022     0.960370
       6437.8451     0.989657
       6437.8881      1.03074
       6437.9310      1.05034
       6437.9740      1.02646
       6438.0169     0.999843
       6438.0599      1.00720
       6438.1028     0.994966
       6438.1458     0.974475
       6438.1887      1.02605
       6438.2317      1.02970
       6438.2746     0.989987
       6438.3176     0.994073
       6438.3605     0.994162
       6438.4035      1.05154
       6438.4464      1.02717
       6438.4894      1.04008
       6438.5323      1.03446
       6438.5753      1.04850
       6438.6182      1.01521
       6438.6612     0.952059
       6438.7041     0.946072
       6438.7471     0.983115
       6438.7900      1.00457
       6438.8330      1.01690
       6438.8760      1.01982
       6438.9189     0.987396
       6438.9619     0.972668
       6439.0048     0.990820
       6439.0478      1.00224
       6439.0907     0.972522
       6439.1337     0.999981
       6439.1767     0.932492
       6439.2196     0.946187
       6439.2626     0.962579
       6439.3055     0.971073
       6439.3485      1.00877
       6439.3914      1.02068
       6439.4344      1.02740
       6439.4774      1.02199
       6439.5203     0.990204
       6439.5633     0.978597
       6439.6062      1.00449
       6439.6492      1.01531
       6439.6922     0.988863
       6439.7351     0.947078
       6439.7781     0.925929
       6439.8210     0.973743
       6439.8640      1.02114
       6439.9070      1.02165
       6439.9499     0.984454
       6439.9929      1.00749
       6440.0359      1.01638
       6440.0788      1.01097
       6440.1218     0.989624
       6440.1647     0.978685
       6440.2077      1.01567
       6440.2507      1.01607
       6440.2936     0.970855
       6440.3366     0.948317
       6440.3796     0.969733
       6440.4225     0.990896
       6440.4655     0.969183
       6440.5085     0.956624
       6440.5514     0.961913
       6440.5944     0.949784
       6440.6374     0.947001
       6440.6803     0.961401
       6440.7233     0.975049
       6440.7663      1.01398
       6440.8092     0.999893
       6440.8522      1.00491
       6440.8952      1.00524
       6440.9382      1.03070
       6440.9811     0.997099
       6441.0241     0.981294
       6441.0671     0.999312
       6441.1100     0.982333
       6441.1530     0.973826
       6441.1960      1.00011
       6441.2389     0.991045
       6441.2819     0.967975
       6441.3249     0.962122
       6441.3679     0.977383
       6441.4108     0.989560
       6441.4538     0.998440
       6441.4968      1.00933
       6441.5397      1.00034
       6441.5827     0.983496
       6441.6257     0.990250
       6441.6687     0.988583
       6441.7116     0.977055
       6441.7546     0.993580
       6441.7976      1.00324
       6441.8406      1.01252
       6441.8835     0.986153
       6441.9265     0.950792
       6441.9695     0.963526
       6442.0125     0.988802
       6442.0555     0.988006
       6442.0984     0.984500
       6442.1414     0.997296
       6442.1844      1.01218
       6442.2274      1.00930
       6442.2703      1.03084
       6442.3133      1.00993
       6442.3563     0.945490
       6442.3993     0.943706
       6442.4423     0.992187
       6442.4852      1.02652
       6442.5282      1.04829
       6442.5712      1.04073
       6442.6142     0.995769
       6442.6572     0.995611
       6442.7001      1.01017
       6442.7431     0.974889
       6442.7861     0.962887
       6442.8291      1.00286
       6442.8721      1.02164
       6442.9150      1.02355
       6442.9580      1.01607
       6443.0010      1.00021
       6443.0440     0.972818
       6443.0870     0.938329
       6443.1300     0.928486
       6443.1729     0.952299
       6443.2159     0.970741
       6443.2589     0.984595
       6443.3019      1.00813
       6443.3449      1.03824
       6443.3879      1.06573
       6443.4309      1.03738
       6443.4738      1.01976
       6443.5168     0.993308
       6443.5598      1.00855
       6443.6028      1.03415
       6443.6458      1.04698
       6443.6888      1.05495
       6443.7318      1.01695
       6443.7748      1.04665
       6443.8177      1.04742
       6443.8607      1.02137
       6443.9037      1.01982
       6443.9467      1.01767
       6443.9897      1.00943
       6444.0327      1.01102
       6444.0757     0.999429
       6444.1187     0.983011
       6444.1617     0.999892
       6444.2046      1.02129
       6444.2476      1.00799
       6444.2906      1.00086
       6444.3336      1.01448
       6444.3766      1.01900
       6444.4196      1.02126
       6444.4626      1.00416
       6444.5056     0.988371
       6444.5486      1.02237
       6444.5916      1.05858
       6444.6346      1.03140
       6444.6776     0.961111
       6444.7206     0.966473
       6444.7636      1.00575
       6444.8066      1.02154
       6444.8495      1.03999
       6444.8925     0.990914
       6444.9355     0.975651
       6444.9785      1.02651
       6445.0215      1.03846
       6445.0645      1.01217
       6445.1075      1.00029
       6445.1505      1.00080
       6445.1935      1.02296
       6445.2365      1.03270
       6445.2795      1.02838
       6445.3225      1.04372
       6445.3655      1.05560
       6445.4085      1.04559
       6445.4515      1.03645
       6445.4945      1.03281
       6445.5375      1.03972
       6445.5805      1.03089
       6445.6235      1.03630
       6445.6665      1.00044
       6445.7095     0.995635
       6445.7525      1.04105
       6445.7955      1.03799
       6445.8385     0.965834
       6445.8815     0.920237
       6445.9245     0.941640
       6445.9675     0.975549
       6446.0105     0.997850
       6446.0535      1.02357
       6446.0965      1.03567
       6446.1395      1.02076
       6446.1825     0.992600
       6446.2255     0.997107
       6446.2686      1.02957
       6446.3116      1.03514
       6446.3546      1.01340
       6446.3976      1.00873
       6446.4406      1.01429
       6446.4836      1.02432
       6446.5266      1.04650
       6446.5696     0.963265
       6446.6126     0.982896
       6446.6556      1.00489
       6446.6986      1.01000
       6446.7416     0.999613
       6446.7846     0.959054
       6446.8276     0.973863
       6446.8706      1.00529
       6446.9137      1.01486
       6446.9567      1.03194
       6446.9997      1.01857
       6447.0427      1.00582
       6447.0857      1.00840
       6447.1287     0.998451
       6447.1717     0.980097
       6447.2147     0.980220
       6447.2577      1.01148
       6447.3008      1.02618
       6447.3438     0.993250
       6447.3868      1.00944
       6447.4298      1.02171
       6447.4728      1.00963
       6447.5158      1.01163
       6447.5588     0.994429
       6447.6018      1.01930
       6447.6449      1.04554
       6447.6879      1.03427
       6447.7309     0.992593
       6447.7739     0.965582
       6447.8169     0.980598
       6447.8599      1.00706
       6447.9029      1.01906
       6447.9460      1.02485
       6447.9890      1.00910
       6448.0320     0.989047
       6448.0750     0.994421
       6448.1180     0.998196
       6448.1610     0.992220
       6448.2041      1.01091
       6448.2471      1.02062
       6448.2901      1.00817
       6448.3331      1.04481
       6448.3761      1.06347
       6448.4192      1.03166
       6448.4622      1.02574
       6448.5052     0.997130
       6448.5482     0.962308
       6448.5912     0.983072
       6448.6343      1.00992
       6448.6773      1.04026
       6448.7203      1.07147
       6448.7633      1.06527
       6448.8063      1.02346
       6448.8494     0.993513
       6448.8924      1.01583
       6448.9354      1.00222
       6448.9784     0.964233
       6449.0215      1.00458
       6449.0645     0.981304
       6449.1075     0.924883
       6449.1505     0.971579
       6449.1935      1.00523
       6449.2366      1.00989
       6449.2796      1.00387
       6449.3226      1.01226
       6449.3656      1.00555
       6449.4087     0.987253
       6449.4517     0.991037
       6449.4947     0.989165
       6449.5377     0.976680
       6449.5808     0.967707
       6449.6238     0.969007
       6449.6668     0.966204
       6449.7099     0.967233
       6449.7529     0.978012
       6449.7959     0.956114
       6449.8389     0.941553
       6449.8820     0.988688
       6449.9250      1.01425
       6449.9680     0.969619
       6450.0111     0.989238
       6450.0541     0.998100
       6450.0971     0.967798
       6450.1402     0.974427
       6450.1832     0.983696
       6450.2262     0.979192
       6450.2692     0.971745
       6450.3123      1.02693
       6450.3553      1.03590
       6450.3983      1.04124
       6450.4414      1.03323
       6450.4844      1.01438
       6450.5274     0.992926
       6450.5705     0.992493
       6450.6135      1.01827
       6450.6565      1.03080
       6450.6996      1.01406
       6450.7426     0.981973
       6450.7856     0.969539
       6450.8287     0.986831
       6450.8717     0.985787
       6450.9148     0.973516
       6450.9578     0.929054
       6451.0008     0.948473
       6451.0439     0.978350
       6451.0869     0.983415
       6451.1299     0.996001
       6451.1730      1.00823
       6451.2160     0.999391
       6451.2590     0.977787
       6451.3021     0.993052
       6451.3451      1.02700
       6451.3882      1.03196
       6451.4312     0.993152
       6451.4742     0.968475
       6451.5173     0.980424
       6451.5603     0.993670
       6451.6034      1.00160
       6451.6464      1.01171
       6451.6894      1.01612
       6451.7325     0.994973
       6451.7755      1.00067
       6451.8186     0.985236
       6451.8616     0.944951
       6451.9047     0.974937
       6451.9477      1.02850
       6451.9907     0.993225
       6452.0338      1.00843
       6452.0768      1.01144
       6452.1199      1.00867
       6452.1629      1.02410
       6452.2060      1.02726
       6452.2490      1.00286
       6452.2920     0.958176
       6452.3351     0.942295
       6452.3781     0.975014
       6452.4212      1.02289
       6452.4642      1.03297
       6452.5073      1.00531
       6452.5503      1.00819
       6452.5934      1.03175
       6452.6364     0.985066
       6452.6795     0.967074
       6452.7225      1.00452
       6452.7656     0.997523
       6452.8086     0.973282
       6452.8517     0.985819
       6452.8947      1.04849
       6452.9378      1.04857
       6452.9808      1.02814
       6453.0239      1.01680
       6453.0669      1.03450
       6453.1100      1.03761
       6453.1530      1.03437
       6453.1961      1.04322
       6453.2391      1.04800
       6453.2822      1.01701
       6453.3252     0.967826
       6453.3683     0.975033
       6453.4113      1.02699
       6453.4544      1.02217
       6453.4974      1.00004
       6453.5405      1.04705
       6453.5835      1.02572
       6453.6266      1.03331
       6453.6696      1.03906
       6453.7127      1.03366
       6453.7557      1.02270
       6453.7988     0.989799
       6453.8419     0.989438
       6453.8849      1.01342
       6453.9280     0.949849
       6453.9710     0.974458
       6454.0141      1.01368
       6454.0571      1.00475
       6454.1002     0.960299
       6454.1432     0.980183
       6454.1863      1.01919
       6454.2294      1.00887
       6454.2724     0.980598
       6454.3155     0.958996
       6454.3585     0.954636
       6454.4016     0.991739
       6454.4447      1.02309
       6454.4877      1.00989
       6454.5308      1.00800
       6454.5738      1.01532
       6454.6169      1.01215
       6454.6600      1.00556
       6454.7030     0.982725
       6454.7461     0.959370
       6454.7891     0.983571
       6454.8322     0.982921
       6454.8753     0.994742
       6454.9183     0.993070
       6454.9614     0.998768
       6455.0045      1.00186
       6455.0475      1.00762
       6455.0906      1.00714
       6455.1336     0.989327
       6455.1767     0.992847
       6455.2198     0.977149
       6455.2628     0.960184
       6455.3059     0.980338
       6455.3490     0.994102
       6455.3920      1.02566
       6455.4351      1.01663
       6455.4782     0.978295
       6455.5212     0.963812
       6455.5643     0.960645
       6455.6074     0.963691
       6455.6504     0.978638
       6455.6935     0.996083
       6455.7366      1.00666
       6455.7796     0.998485
       6455.8227     0.985304
       6455.8658     0.991013
       6455.9088     0.985900
       6455.9519     0.996814
       6455.9950      1.02715
       6456.0381      1.01797
       6456.0811     0.962013
       6456.1242     0.944803
       6456.1673     0.973120
       6456.2103     0.989728
       6456.2534      1.01350
       6456.2965      1.03588
       6456.3395      1.00303
       6456.3826      1.00410
       6456.4257      1.00361
       6456.4688      1.00060
       6456.5118      1.04745
       6456.5549      1.03234
       6456.5980     0.990501
       6456.6411      1.02838
       6456.6841      1.00949
       6456.7272     0.951308
       6456.7703     0.976438
       6456.8134     0.998484
       6456.8564     0.982800
       6456.8995     0.991274
       6456.9426      1.00501
       6456.9857      1.00795
       6457.0287     0.992282
       6457.0718     0.989006
       6457.1149     0.999792
       6457.1580      1.00993
       6457.2010      1.01292
       6457.2441     0.991064
       6457.2872     0.974303
       6457.3303      1.00182
       6457.3734      1.02777
       6457.4164     0.968008
       6457.4595     0.969047
       6457.5026      1.01605
       6457.5457     0.995572
       6457.5888     0.940084
       6457.6318     0.985729
       6457.6749      1.00423
       6457.7180      1.03215
       6457.7611      1.05489
       6457.8042      1.05370
       6457.8472      1.03568
       6457.8903      1.03483
       6457.9334      1.03444
       6457.9765      1.00329
       6458.0196     0.979259
       6458.0627     0.980690
       6458.1057     0.982609
       6458.1488     0.991721
       6458.1919      1.01344
       6458.2350      1.01650
       6458.2781      1.00642
       6458.3212      1.00634
       6458.3643      1.01622
       6458.4073     0.991518
       6458.4504      1.01246
       6458.4935      1.00238
       6458.5366      1.00672
       6458.5797      1.01782
       6458.6228     0.982467
       6458.6659     0.963786
       6458.7089     0.968023
       6458.7520     0.972930
       6458.7951     0.963105
       6458.8382     0.958404
       6458.8813     0.983179
       6458.9244      1.00999
       6458.9675     0.996717
       6459.0106     0.964555
       6459.0537     0.941297
       6459.0968     0.948871
       6459.1398     0.989677
       6459.1829     0.996032
       6459.2260     0.984172
       6459.2691      1.00988
       6459.3122      1.03788
       6459.3553      1.03239
       6459.3984      1.04694
       6459.4415      1.01709
       6459.4846     0.986059
       6459.5277      1.03602
       6459.5708      1.03932
       6459.6139      1.00871
       6459.6570     0.995130
       6459.7000      1.00846
       6459.7431     0.985740
       6459.7862     0.971496
       6459.8293     0.993276
       6459.8724     0.998157
       6459.9155     0.999702
       6459.9586     0.988384
       6460.0017     0.964486
       6460.0448     0.969998
       6460.0879     0.992296
       6460.1310      1.01185
       6460.1741      1.02581
       6460.2172      1.00636
       6460.2603     0.969185
       6460.3034     0.948905
       6460.3465     0.964637
       6460.3896     0.977101
       6460.4327      1.01650
       6460.4758      1.03121
       6460.5189     0.997770
       6460.5620     0.984164
       6460.6051     0.982719
       6460.6482     0.980881
       6460.6913     0.977699
       6460.7344      1.02547
       6460.7775      1.02703
       6460.8206     0.989090
       6460.8637     0.978504
       6460.9068     0.994359
       6460.9499      1.01257
       6460.9930      1.00815
       6461.0361     0.991179
       6461.0792      1.00540
       6461.1223      1.01021
       6461.1654     0.988899
       6461.2085     0.947537
       6461.2516     0.951015
       6461.2947     0.961133
       6461.3378     0.942697
       6461.3809     0.973673
       6461.4241     0.978417
       6461.4672     0.994064
       6461.5103      1.00777
       6461.5534     0.988524
       6461.5965      1.03011
       6461.6396      1.00896
       6461.6827     0.971196
       6461.7258     0.976415
       6461.7689      1.00455
       6461.8120      1.00708
       6461.8551     0.997827
       6461.8982      1.01448
       6461.9413      1.03153
       6461.9845      1.01328
       6462.0276     0.984017
       6462.0707     0.968518
       6462.1138     0.976816
       6462.1569      1.00712
       6462.2000     0.988939
       6462.2431     0.996268
       6462.2862      1.01169
       6462.3293     0.987060
       6462.3725     0.971133
       6462.4156     0.970517
       6462.4587     0.956152
       6462.5018     0.971120
       6462.5449      1.00748
       6462.5880      1.00807
       6462.6311      1.01718
       6462.6742      1.02590
       6462.7174      1.01775
       6462.7605      1.01307
       6462.8036      1.03373
       6462.8467      1.03404
       6462.8898      1.01269
       6462.9329      1.00654
       6462.9761     0.991087
       6463.0192     0.980428
       6463.0623     0.996776
       6463.1054     0.977495
       6463.1485     0.973294
       6463.1916     0.927652
       6463.2348     0.918020
